,0,1,2,3,4,5,6,7
720,5.1,40,Bruno Dumont,Bruno Dumont,"David, an American photographer, and his Russian girlfriend Katia are scouting locations for a photo shoot. During the day, they drive through some of the wildest, most bizarre desert landscapes, but their luck begins to run out.",119,Twentynine Palms,tt0315110
721,5.9,56,Scott Caan,Scott Caan,"Rusty (Hatosy) starts to pursue a path to a more meaningful life, thanks to his connection to Bob (Goldblum), the boyfriend of his mother, Mary (Lynch). His new take on life causes friction with his best friend, Dallas (Caan), and both men find their friendship pushed to its breaking point, causing them to make life-changing decisions.",100,Dallas 362,tt0315459
722,7.1,No tiene datos,Gary Fleder,John Grisham,Un miembro del jurado desde dentro y una mujer desde fuera manipulan un juicio contra un fabricante de armas.,127,El jurado,tt0313542
723,6.0,No tiene datos,Antonio Serrano,Rosa Montero,A woman trying to cope with the recent disappearance of her husband finds that the event uncovers some dark secrets. Subtitled.,110,La hija del caníbal,tt0314170
724,4.8,No tiene datos,Denis Parent,Denis Parent,"With his vitriolic pen, Désiré Loncle, does not make the life of filmmakers easy. But chickens come home to roost, don't they? As a matter of fact, Désiré gets his due punishment when Manu, his girlfriend, kicks him out of home. At a loss, he finds refuge with Alex, a young actor. He is soon joined by Eduardo, an Italian producer, dumped like him by his wife. While Dé... Leer todo",105,Rien que du bonheur,tt0315854
725,2.3,42,Lisa France,"Antonio Macia, Lisa France, Luis Moro","The coming of age story of a young female rapper, who finds her inspiration by reading the Diary of Anne Frank.",91,Anne B. Real,tt0315775
726,7.5,No tiene datos,Vadim Perelman,Andre Dubus III,Una esposa abandonada se encuentra desalojada de su casa y comienza un trágico conflicto con los nuevos dueños de la casa.,126,Casa de arena y niebla,tt0315983
727,6.5,No tiene datos,Yossi Madmoni,"Yossi Madmoni, David Ofek, Lior Shefer","A family of Iraqi-Israelis, each with his or her own weaknesses and determination, gathers for an Independence Day picnic. Their background stories are presented, reaching back as little as a few days or as far back as the War of Independence and the old country before that, and interlocking in ways that even they never realize.",102,Ha-Mangalistim,tt0316218
728,6.7,No tiene datos,David Trueba,"Javier Cercas, David Trueba","Cuando a la profesora y escritora Lola Sánchez le encargan escribir una columna en el periódico sobre la Guerra Civil española, investiga y encuentra por primera vez sobre el fusilamiento de Rafael Sánchez Mazas.",119,Soldados de Salamina,tt0314693
729,3.2,No tiene datos,Katherine Brooks,"Katherine Brooks, Sophie Dia Pegrum",An erotic drama that submerges an innocent new arrival to the City of Angels in the intoxicating double life of her charismatic lesbian dominatrix housemate.,73,Surrender,tt0315845
730,5.2,50,Bobby Roth,Bobby Roth,Una comedia negra sobre un mujeriego reformado que lucha por mantener unida a su familia.,82,Manhood,tt0316219
731,3.6,45,Jeff Crook,Josh Crook,"A man who kidnaps and drugs young women and sells them to a big time pimp to be used as sex-slaves, gets a spiritual awakening and realizes his wrong doings after getting shot. Is it too late for redemption?",90,Sucker Punch,tt0314734
732,7.6,No tiene datos,Alejandro G. Iñárritu,Guillermo Arriaga,"Un extraño accidente une a un matemático con una enfermedad grave, a una madre en luto y a un exconvicto reformado.",124,21 gramos,tt0315733
733,6.6,13,Noel Olken,Noel Olken,"Tatiana thought she was going to America to be an au pair girl, but instead is trafficked and forced into an underground world of sexual servitude. A chance meeting with Diana, an actress, changes both their lives.",95,Slave,tt0316234
734,5.4,No tiene datos,Pawan Kalyan,"Pawan Kalyan, Satyanand",A martial arts coach struggles to earn money through fights in order to save his wife suffering from blood cancer.,180,Johnny,tt0316062
735,6.9,No tiene datos,Michael Tollin,Mike Rich,La historia de un entrenador de instituto y el hombre con problemas de desarrollo al que toma bajo su ala.,109,Me llaman Radio,tt0316465
736,7.4,79,Kevin Costner,"Lauran Paine, Craig Storper",Un hombre de la ley corrupto amenaza a un pistolero forzándolo a él y a sus hombres a alzarse en armas.,139,Open Range,tt0316356
737,6.1,No tiene datos,Masahiro Shinoda,"Robert Mandy, Masahiro Shinoda",A foreign spy using the Sorge alias is assigned to Tokyo the capital of Japan just prior to the outbreak of World War II and in the midst of the Japanese imperial ambitions in Eastern Asia. The spy becomes acquainted with a sympathetic communist who like he is attached to the ideals of freedom and rule of the masses. Sorge is able to feed the Soviet Union useful infor... Leer todo,182,Supai Zoruge,tt0316665
738,5.5,No tiene datos,Martin L. Kelley,"Jamie Wingler, Robert J. Lee, Martin L. Kelley",A man running an underground illegal 9-ball tournament out of his home on the outskirts of a southern city fears that someone is out to steal the prize money...he's right.,78,Behind the Nine,tt0317135
739,6.7,No tiene datos,Daniel Rosenfeld,"Eugenia Capizzano, Edgardo Cozarinsky, Daniel Rosenfeld",A very special coach. A group of Aboriginal Tobas. A rugby ball. Jungle. The temptation of the past. A journey through the consciousness of a leader.,67,La quimera de los héroes,tt0318270
740,6.9,No tiene datos,Alberto Lecchi,"Daniel García Molt, Alberto Lecchi",A chess columnist ends in prison when one of his columns is mistakenly seen as a subversive attack. From there he invents a game of war and strategy and a cellmate who escapes uses it initiating a real revolution. Gripping story.,115,El juego de Arcibel,tt0317772
741,5.0,No tiene datos,Harvey Kahn,Craig Brewer,"A novelist and his wife uncover a vast web of sex, murder and deceit in their quiet hometown.",101,Entre aguas,tt0318181
742,8.0,75,Tim Burton,Daniel Wallace,Un hijo frustrado intenta distinguir la verdad de la ficción en la vida de su padre moribundo.,125,Big Fish,tt0319061
743,5.0,0,John Terlesky,David Keith Miller,"When the wife of Detective John Traveller and her lover are executed in bed and John takes the blame, his partner and friend, Detective Matthew Ransom, becomes very upset, affecting his marriage that was not working well. The lover of John's wife was the son of Luke Williams, a detective of the same department, and he does not accept the death of his son. After the tr... Leer todo",91,Written in Blood,tt0316904
744,3.7,No tiene datos,Roel Reiné,"Aliefka Bijlsma, Roel ReinéGérard Rudolf",Jason joins a group of criminal thrill-seekers to find out what happened with his vanished girlfriend.,97,Adrenaline,tt0318276
745,5.7,No tiene datos,Santiago Loza,Santiago Loza,"The protagonist is Axel, aged about 40, a doctor who no longer practices his craft. He is living temporarily with his sister and her children. He doesn't do much, just exists a little between the living and their things. One day, he meets a young, pregnant woman. A relationship develops, a kind of love, and they live together, like driftwood temporarily clinging on to... Leer todo",88,Extraño,tt0317603
746,6.7,No tiene datos,Pupi Avati,Pupi Avati,"Nello Balocchi, a 35-year-old teacher of Greek and Latin, is invited to Bologna by his father, the owner of the Papal tailor's shop in Rome. His father hopes Nello will find a soul mate in Bolgna and thus produce an heir for the business. Nello stays in a guesthouse run by Arabella, a wise woman who already knows all about his situation. He shares a room with Domenico... Leer todo",107,El corazón ausente,tt0319237
747,5.4,No tiene datos,Simon Wincer,Walter Farley,A young girl befriends a wild black stallion.,50,"Shetan, el caballo del desierto",tt0318850
748,4.7,No tiene datos,Karim Dridi,Karim Dridi,"Raphael is an ex-boxing champ who now trains his young brother Manu. Tony, Raphael's ex-rival, returns to town to wed his reluctant fiance Chinh. As soon as Chinh and Raphael meet, sparks fly, and soon the two are sneaking out together.",105,Fureur,tt0317535
749,2.9,No tiene datos,Alain Jakubowicz,Aaron Pope,"When terrorists hijack a flight, one man must find a way to save everyone on board.",90,Air Marshal - Policías del aire,tt0318281
750,7.0,No tiene datos,Alain Corneau,"Amélie Nothomb, Alain Corneau","A Belgian woman looks back on her year at a Japanese corporation in Tokyo in 1990. She is Amélie, born in Japan, living there until age 5. After college graduation, she returns with a one-year contract as an interpreter. The vice president and section leader, both men, are boors, but her immediate supervisor, Ms. Mori, is beautiful and trustworthy. Amélie's downfall b... Leer todo",107,Estupor y temblores,tt0318725
751,5.9,No tiene datos,Malvina Ursianu,Malvina Ursianu,"The film tells the love story between a doctor and a much younger painter, a love story in which, at the end, it is not clear who used whom. ""What a happy world!"" it is the terminus of a cinematic tetra-logy that began with ""On the Left Bank of the Blue Danube"", continued with ""Figures"" and ""No One Lives Here"", a fresco of Romanian society over the course of five deca... Leer todo",No tiene datos,Ce lume vesela,tt0319156
752,5.6,No tiene datos,Clare Kilner,Sarah Dessen,"Una adolescente desilusionada por demasiados ejemplos de amor que han salido mal, se niega a creer que exista el amor verdadero. Entonces llega un chico nuevo.",101,Enamórate,tt0319524
753,5.3,No tiene datos,Larry Charles,Bob Dylan,"A singer, whose career has gone on a downward spiral, is forced to make a comeback to the performance stage for a benefit concert.",112,Anónimos,tt0319829
754,5.8,No tiene datos,Mike Hodges,Trevor Preston,A former gangster reenters the criminal underworld after his brother suspiciously commits suicide.,103,Fuera de control,tt0319531
755,6.2,65,Sean McGinly,"Sean Mc, Ginly, Karl Wiedergott","Paul Miller has struggled as an actor in Hollywood for years, and now he's had enough. In two days, he's going to kill himself. But in true Hollywood style, he's hired a film crew to chronicle his last moments.",87,Two Days,tt0320668
756,6.5,No tiene datos,Jennifer Elster,Jennifer Elster,A young painter and a writer come together over 24 hours and must confront their past to forge a relationship.,101,Particles of Truth,tt0320241
757,6.9,77,Wayne Kramer,Frank Hannah,"En un casino de la vieja escuela de Las Vegas, su principal gafe de apuestas rompe su maldición cuando se enamora, para consternación de su jefe.",101,The Cooler,tt0318374
758,6.2,29,Fenton Bailey,Fenton Bailey,"Based on the true story of Michael Alig, a Club Kid party organizer whose life was sent spiraling down when he bragged on television about killing his drug dealer and roommate.",98,Party Monster,tt0320244
759,6.2,No tiene datos,Celina Murga,Celina Murga,"Twenty-something Ana, now living in Buenos Aires, returns to her native city of Paraná. She meets old school mates, old friends, makes new ones, and starts to rethink her life, and perhaps change her future.",80,Ana y los otros,tt0318988
760,7.1,No tiene datos,Cãlin Peter Netzer,"Gordan Mihic, Cãlin Peter Netzer","Based on the true story of an impoverished, unemployed mother of seven living under subhuman conditions in a cave-like basement of a block of flats in newly post-communist Romania. When her drunken husband loses his job and eventually goes away, her sad reality gets even bleaker as she struggles to support her children.",97,Maria,tt0319821
761,6.3,No tiene datos,Nicolás Corbelli,Juan Bautista Stagnaro,"A man is forced to give back the money he stole from a Chinese supermarket, but he doesn't have the money.",92,El séptimo arcángel,tt0320558
762,6.9,No tiene datos,Antonio Mercero,"Albert Espinosa, Antonio Mercero, Ignacio del Moral","Varios chicos se ven obligados a pasar su adolescencia en la cuarta planta de un hospital. Aunque tienen cáncer, desafían al destino con alegría.",100,Planta 4ª,tt0319917
763,7.7,No tiene datos,Pablo César,"Miguel Bonifacio César, Pablo César, Juana Falcón",A film director looks for inspiration as he deals with his sick mother and his younger brother.,124,Sangre,tt0320410
